n,int
1000,0.775
1000,0.769
1000,0.791
1000,0.781
1000,0.777
1000,0.799
1000,0.789
1000,0.789
1000,0.787
1000,0.784
1000,0.782
1000,0.791
1000,0.797
1000,0.8
1000,0.78
1000,0.787
1000,0.816
1000,0.779
1000,0.803
1000,0.798
1000,0.796
1050,0.808571
1050,0.8
1050,0.786667
1050,0.806667
1050,0.792381
1050,0.792381
1050,0.791429
1050,0.799048
1050,0.777143
1050,0.78
1050,0.770476
1050,0.790476
1050,0.79619
1050,0.777143
1050,0.800952
1050,0.771429
1050,0.788571
1050,0.749524
1050,0.78
1050,0.780952
1050,0.811429
1050,0.811429
1050,0.778095
1050,0.764762
1050,0.775238
1050,0.781905
1050,0.794286
1050,0.800952
1050,0.792381
1050,0.791429
1050,0.82381
1050,0.769524
1050,0.761905
1050,0.795238
1050,0.777143
1050,0.780952
1050,0.794286
1050,0.793333
1050,0.811429
1050,0.782857
1050,0.785714
1050,0.789524
1050,0.781905
1050,0.791429
1050,0.791429
1050,0.78381
1050,0.813333
1050,0.775238
1050,0.806667
1050,0.792381
1100,0.786364
1100,0.800909
1100,0.785455
1100,0.759091
1100,0.773636
1100,0.800909
1100,0.790909
1100,0.791818
1100,0.801818
1100,0.772727
1100,0.781818
1100,0.792727
1100,0.779091
1100,0.780909
1100,0.780909
1100,0.781818
1100,0.776364
1100,0.762727
1100,0.784545
1100,0.781818
1100,0.782727
1100,0.785455
1100,0.774545
1100,0.805455
1100,0.764545
1100,0.764545
1100,0.791818
1100,0.796364
1100,0.781818
1100,0.805455
1100,0.786364
1100,0.781818
1100,0.780909
1100,0.780909
1100,0.787273
1100,0.793636
1100,0.786364
1100,0.791818
1100,0.793636
1100,0.78
1100,0.790909
1100,0.79
1100,0.784545
1100,0.8
1100,0.81
1100,0.781818
1100,0.788182
1100,0.787273
1100,0.785455
1100,0.785455
1150,0.787826
1150,0.785217
1150,0.789565
1150,0.769565
1150,0.786957
1150,0.777391
1150,0.786087
1150,0.796522
1150,0.778261
1150,0.787826
1150,0.78087
1150,0.803478
1150,0.777391
1150,0.772174
1150,0.793043
1150,0.80087
1150,0.757391
1150,0.775652
1150,0.774783
1150,0.781739
1150,0.77913
1150,0.791304
1150,0.8
1150,0.793913
1150,0.786957
1150,0.772174
1150,0.786087
1150,0.768696
1150,0.783478
1150,0.797391
1150,0.794783
1150,0.784348
1150,0.789565
1150,0.776522
1150,0.768696
1150,0.804348
1150,0.807826
1150,0.781739
1150,0.78087
1150,0.787826
1150,0.774783
1150,0.793043
1150,0.777391
1150,0.786087
1150,0.797391
1150,0.78
1150,0.777391
1150,0.790435
1150,0.774783
1150,0.766087
1200,0.774167
1200,0.796667
1200,0.801667
1200,0.795833
1200,0.768333
1200,0.79
1200,0.784167
1200,0.785
1200,0.784167
1200,0.7725
1200,0.778333
1200,0.791667
1200,0.763333
1200,0.758333
1200,0.801667
1200,0.774167
1200,0.793333
1200,0.786667
1200,0.778333
1200,0.7925
1200,0.778333
1200,0.794167
1200,0.791667
1200,0.788333
1200,0.778333
1200,0.7975
1200,0.784167
1200,0.805
1200,0.795
1200,0.790833
1200,0.8025
1200,0.780833
1200,0.780833
1200,0.785
1200,0.786667
1200,0.784167
1200,0.780833
1200,0.794167
1200,0.7825
1200,0.805833
1200,0.8025
1200,0.791667
1200,0.793333
1200,0.779167
1200,0.785
1200,0.789167
1200,0.791667
1200,0.803333
1200,0.79
1200,0.770833
1250,0.7992
1250,0.7984
1250,0.7896
1250,0.7944
1250,0.776
1250,0.7848
1250,0.7848
1250,0.7848
1250,0.7704
1250,0.7888
1250,0.7872
1250,0.7936
1250,0.7824
1250,0.7744
1250,0.7776
1250,0.7952
1250,0.7976
1250,0.7576
1250,0.792
1250,0.7792
1250,0.7864
1250,0.792
1250,0.7784
1250,0.7728
1250,0.7624
1250,0.776
1250,0.7832
1250,0.7824
1250,0.7752
1250,0.7928
1250,0.7896
1250,0.7904
1250,0.7864
1250,0.7872
1250,0.776
1250,0.7824
1250,0.8008
1250,0.7816
1250,0.7896
1250,0.7904
1250,0.7832
1250,0.7872
1250,0.784
1250,0.7728
1250,0.7816
1250,0.7768
1250,0.7736
1250,0.796
1250,0.7736
1250,0.7688
1300,0.79
1300,0.788462
1300,0.791538
1300,0.782308
1300,0.800769
1300,0.789231
1300,0.780769
1300,0.770769
1300,0.8
1300,0.778462
1300,0.780769
1300,0.786154
1300,0.775385
1300,0.778462
1300,0.765385
1300,0.793077
1300,0.791538
1300,0.786923
1300,0.766923
1300,0.766154
1300,0.779231
1300,0.790769
1300,0.798462
1300,0.793846
1300,0.781538
1300,0.793077
1300,0.786154
1300,0.779231
1300,0.793077
1300,0.786923
1300,0.774615
1300,0.776154
1300,0.794615
1300,0.776923
1300,0.780769
1300,0.773846
1300,0.797692
1300,0.784615
1300,0.776154
1300,0.794615
1300,0.784615
1300,0.774615
1300,0.796923
1300,0.789231
1300,0.781538
1300,0.796154
1300,0.802308
1300,0.781538
1300,0.813077
1300,0.793077
1350,0.791852
1350,0.788889
1350,0.780741
1350,0.785926
1350,0.803704
1350,0.788148
1350,0.784444
1350,0.775556
1350,0.777037
1350,0.788889
1350,0.802222
1350,0.806667
1350,0.780741
1350,0.794074
1350,0.8
1350,0.796296
1350,0.787407
1350,0.777037
1350,0.788148
1350,0.785185
1350,0.795556
1350,0.774074
1350,0.798519
1350,0.800741
1350,0.786667
1350,0.799259
1350,0.785185
1350,0.766667
1350,0.800741
1350,0.780741
1350,0.785926
1350,0.77037
1350,0.78
1350,0.776296
1350,0.781481
1350,0.793333
1350,0.80963
1350,0.783704
1350,0.796296
1350,0.760741
1350,0.793333
1350,0.794074
1350,0.802963
1350,0.781481
1350,0.805185
1350,0.782963
1350,0.765185
1350,0.78
1350,0.781481
1350,0.784444
1400,0.802143
1400,0.786429
1400,0.767857
1400,0.786429
1400,0.794286
1400,0.777857
1400,0.799286
1400,0.782143
1400,0.793571
1400,0.782857
1400,0.781429
1400,0.779286
1400,0.794286
1400,0.767857
1400,0.775714
1400,0.778571
1400,0.778571
1400,0.784286
1400,0.767143
1400,0.8
1400,0.781429
1400,0.791429
1400,0.778571
1400,0.79
1400,0.792857
1400,0.779286
1400,0.789286
1400,0.784286
1400,0.795
1400,0.798571
1400,0.818571
1400,0.797857
1400,0.765
1400,0.784286
1400,0.792857
1400,0.8
1400,0.780714
1400,0.789286
1400,0.782143
1400,0.791429
1400,0.778571
1400,0.805714
1400,0.791429
1400,0.772857
1400,0.798571
1400,0.777857
1400,0.782857
1400,0.783571
1400,0.764286
1400,0.777857
1450,0.786897
1450,0.775862
1450,0.768966
1450,0.793103
1450,0.803448
1450,0.777931
1450,0.78
1450,0.778621
1450,0.782069
1450,0.783448
1450,0.776552
1450,0.782759
1450,0.784138
1450,0.804138
1450,0.766207
1450,0.797241
1450,0.781379
1450,0.78069
1450,0.773103
1450,0.783448
1450,0.772414
1450,0.786897
1450,0.773103
1450,0.805517
1450,0.776552
1450,0.771034
1450,0.77931
1450,0.771034
1450,0.797931
1450,0.807586
1450,0.783448
1450,0.78
1450,0.78
1450,0.761379
1450,0.791724
1450,0.771724
1450,0.777241
1450,0.793103
1450,0.778621
1450,0.773793
1450,0.782069
1450,0.792414
1450,0.794483
1450,0.775172
1450,0.782069
1450,0.777931
1450,0.792414
1450,0.771724
