n,cmp,s
9200,21341743,21332544
9200,21199794,21190595
9200,21209302,21200103
9200,21277843,21268644
9200,21221967,21212768
9200,21214601,21205402
9200,21306521,21297322
9200,21278416,21269217
9200,21229351,21220152
9200,20978349,20969150
9200,20986785,20977586
9200,20959612,20950413
9200,21415634,21406435
9200,21171472,21162273
9200,21128297,21119098
9200,21239776,21230577
9200,21311606,21302407
9200,21362508,21353309
9200,21201181,21191982
9200,21043886,21034687
9200,21303539,21294340
9200,21042483,21033284
9200,21291119,21281920
9200,21479417,21470218
9300,21464910,21455611
9300,21258625,21249326
9300,21187201,21177902
9300,22009814,22000515
9300,21916763,21907464
9300,21528738,21519439
9300,21560948,21551649
9300,21193006,21183707
9300,21665138,21655839
9300,21697073,21687774
9300,21505026,21495727
9300,21527645,21518346
9300,21691849,21682550
9300,21713013,21703714
9300,21556097,21546798
9300,21669479,21660180
9300,21584014,21574715
9300,21883134,21873835
9300,21565298,21555999
9300,21458651,21449352
9300,21685921,21676622
9300,21747936,21738637
9300,21639271,21629972
9300,21834426,21825127
9300,21744674,21735375
9300,21428814,21419515
9300,21661973,21652674
9300,21915591,21906292
9300,21649427,21640128
9300,21519360,21510061
9300,21616063,21606764
9300,21525417,21516118
9300,21697759,21688460
9300,21660348,21651049
9300,21342471,21333172
9300,21353746,21344447
9300,21745216,21735917
9300,21748111,21738812
9300,21423603,21414304
9300,21726295,21716996
9300,21780513,21771214
9300,21732495,21723196
9300,21531985,21522686
9300,21546384,21537085
9300,21628432,21619133
9300,21717085,21707786
9300,21404259,21394960
9300,21451491,21442192
9300,21643245,21633946
9300,21461596,21452297
9400,22262552,22253153
9400,21983456,21974057
9400,21982666,21973267
9400,22088966,22079567
9400,22126110,22116711
9400,21928179,21918780
9400,22235610,22226211
9400,21955399,21946000
9400,22004404,21995005
9400,21949836,21940437
9400,22028933,22019534
9400,21839659,21830260
9400,22006515,21997116
9400,21966355,21956956
9400,21959909,21950510
9400,22087000,22077601
9400,22066286,22056887
9400,21973742,21964343
9400,22151273,22141874
9400,21901588,21892189
9400,21996914,21987515
9400,21612571,21603172
9400,21978203,21968804
9400,22051412,22042013
9400,21863304,21853905
9400,21937777,21928378
9400,22372816,22363417
9400,22052593,22043194
9400,22320898,22311499
9400,22185677,22176278
9400,22065888,22056489
9400,22198246,22188847
9400,22213977,22204578
9400,22268596,22259197
9400,22082499,22073100
9400,22207096,22197697
9400,22110039,22100640
9400,22045247,22035848
9400,21881896,21872497
9400,21966171,21956772
9400,22014361,22004962
9400,21951101,21941702
9400,21956098,21946699
9400,21906431,21897032
9400,22028267,22018868
9400,22030548,22021149
9400,22045064,22035665
9400,21731132,21721733
9400,22265570,22256171
9400,22188853,22179454
9500,22858144,22848645
9500,22226681,22217182
9500,22437308,22427809
9500,22559167,22549668
9500,22658985,22649486
9500,22393734,22384235
9500,22407592,22398093
9500,22792368,22782869
9500,22615780,22606281
9500,22666648,22657149
9500,22726478,22716979
9500,22889142,22879643
9500,22475351,22465852
9500,22412230,22402731
9500,22520544,22511045
9500,22683878,22674379
9500,22579790,22570291
9500,22821752,22812253
9500,22527609,22518110
9500,22391075,22381576
9500,22513945,22504446
9500,22586788,22577289
9500,22598034,22588535
9500,22583348,22573849
9500,22482508,22473009
9500,22621474,22611975
9500,22539969,22530470
9500,22343252,22333753
9500,22460393,22450894
9500,22502261,22492762
9500,22632584,22623085
9500,22336903,22327404
9500,22363752,22354253
9500,22649159,22639660
9500,22798333,22788834
9500,22457013,22447514
9500,22580955,22571456
9500,22561175,22551676
9500,22497764,22488265
9500,22441337,22431838
9500,22242796,22233297
9500,22670048,22660549
9500,22761404,22751905
9500,22787348,22777849
9500,22495746,22486247
9500,22480138,22470639
9500,22578496,22568997
9500,22598929,22589430
9500,22546747,22537248
9500,22343325,22333826
9600,23309803,23300204
9600,22775562,22765963
9600,23063062,23053463
9600,22857756,22848157
9600,22990956,22981357
9600,23231940,23222341
9600,23235345,23225746
9600,23265419,23255820
9600,22989273,22979674
9600,23016100,23006501
9600,23315569,23305970
9600,23011009,23001410
9600,23109759,23100160
9600,22824731,22815132
9600,22913408,22903809
9600,23031556,23021957
9600,23129893,23120294
9600,22976624,22967025
9600,23201109,23191510
9600,22930977,22921378
9600,23086829,23077230
9600,23133562,23123963
9600,23293772,23284173
9600,23113583,23103984
9600,22931900,22922301
9600,22974235,22964636
9600,23359824,23350225
9600,23155109,23145510
9600,23131893,23122294
9600,23045114,23035515
9600,23292197,23282598
9600,22998935,22989336
9600,23141596,23131997
9600,23116570,23106971
9600,23134058,23124459
9600,22899492,22889893
9600,23145767,23136168
9600,23107922,23098323
9600,22852199,22842600
9600,23096081,23086482
9600,22897305,22887706
9600,23027597,23017998
9600,23032048,23022449
9600,23106141,23096542
9600,22865035,22855436
9600,22970250,22960651
9600,23245171,23235572
9600,22922880,22913281
9600,22869285,22859686
9600,23030852,23021253
9700,23311113,23301414
9700,23553733,23544034
9700,23650293,23640594
9700,23431060,23421361
9700,23779787,23770088
9700,23475072,23465373
9700,23393647,23383948
9700,23223791,23214092
9700,23378761,23369062
9700,23728116,23718417
9700,23428731,23419032
9700,23575181,23565482
9700,23411883,23402184
9700,23533125,23523426
9700,23718172,23708473
9700,23557224,23547525
9700,23611483,23601784
9700,23709637,23699938
9700,23400513,23390814
9700,23508873,23499174
9700,23517998,23508299
9700,23603764,23594065
9700,23410557,23400858
9700,23408919,23399220
9700,23285977,23276278
9700,23453422,23443723
9700,23581251,23571552
9700,23459999,23450300
9700,23502604,23492905
9700,23318909,23309210
9700,23462221,23452522
9700,23249569,23239870
9700,23620191,23610492
9700,23252313,23242614
9700,23462782,23453083
9700,23542507,23532808
9700,23781718,23772019
9700,23613773,23604074
9700,23600704,23591005
9700,23535311,23525612
9700,23621207,23611508
9700,23580321,23570622
9700,23299350,23289651
9700,23612458,23602759
9700,23684473,23674774
9700,23572046,23562347
9700,23533005,23523306
9700,23621581,23611882
9700,23406982,23397283
9700,23587938,23578239
9800,23917097,23907298
9800,24016550,24006751
9800,24036888,24027089
9800,24150145,24140346
9800,24072041,24062242
9800,23961338,23951539
9800,24164278,24154479
9800,23937745,23927946
9800,23722486,23712687
9800,23855633,23845834
9800,23951019,23941220
9800,23884902,23875103
9800,24130452,24120653
9800,23894807,23885008
9800,23796135,23786336
9800,23938546,23928747
9800,24151518,24141719
9800,24318768,24308969
9800,24392762,24382963
9800,23915380,23905581
9800,24184830,24175031
9800,24028047,24018248
9800,23788270,23778471
9800,24212725,24202926
9800,23918510,23908711
9800,23618693,23608894
9800,24011495,24001696
9800,24002270,23992471
9800,23902219,23892420
9800,23988837,23979038
9800,23865623,23855824
9800,23856533,23846734
9800,23798893,23789094
9800,24380996,24371197
9800,24124318,24114519
9800,23696192,23686393
9800,24047299,24037500
9800,23707435,23697636
9800,23770699,23760900
9800,24007030,23997231
9800,23783215,23773416
9800,24022407,24012608
9800,24000459,23990660
9800,23923143,23913344
9800,23925958,23916159
9800,24172568,24162769
9800,24004738,23994939
9800,23922167,23912368
9800,23691498,23681699
9800,23997891,23988092
9900,24404038,24394139
9900,24537735,24527836
9900,24586678,24576779
9900,24535788,24525889
9900,24437816,24427917
9900,24578470,24568571
9900,24430528,24420629
9900,24573348,24563449
9900,24516649,24506750
9900,24671777,24661878
9900,24534864,24524965
9900,24680347,24670448
9900,24486419,24476520
9900,24337616,24327717
9900,24517021,24507122
9900,24726361,24716462
9900,24332055,24322156
9900,24503990,24494091
9900,24532276,24522377
9900,24376997,24367098
9900,24027270,24017371
9900,24346775,24336876
9900,24106185,24096286
9900,24211992,24202093
9900,24673857,24663958
9900,24349319,24339420
9900,24390313,24380414
9900,24434351,24424452
9900,24661140,24651241
9900,24668282,24658383
9900,24471379,24461480
9900,24233795,24223896
9900,24607160,24597261
9900,24446224,24436325
9900,24402729,24392830
9900,24575111,24565212
9900,24394814,24384915
9900,24389558,24379659
9900,24376748,24366849
9900,24725465,24715566
9900,24739025,24729126
9900,24790539,24780640
9900,24258630,24248731
9900,24838561,24828662
9900,24882849,24872950
9900,24242027,24232128
9900,24564979,24555080
9900,24675755,24665856
9900,24706221,24696322
9900,24591558,24581659
10000,24648406,24638407
10000,24727055,24717056
10000,24961806,24951807
10000,24827202,24817203
10000,24781922,24771923
10000,25183355,25173356
10000,24873629,24863630
10000,25061082,25051083
10000,25355535,25345536
10000,25040267,25030268
10000,25057392,25047393
10000,25057965,25047966
10000,24903912,24893913
10000,25018685,25008686
10000,25107710,25097711
10000,25065733,25055734
10000,25071297,25061298
10000,24904199,24894200
10000,25481986,25471987
10000,24895484,24885485
10000,24919076,24909077
10000,25132841,25122842
10000,24866098,24856099
10000,24963267,24953268
10000,25016383,25006384
10000,24538037,24528038
10000,24981061,24971062
10000,24807296,24797297
10000,25160941,25150942
10000,25157919,25147920
10000,25540473,25530474
10000,24949202,24939203
10000,25330065,25320066
10000,25127994,25117995
10000,24898533,24888534
10000,24858660,24848661
10000,25108320,25098321
10000,25053952,25043953
10000,25175669,25165670
10000,24864167,24854168
10000,25017038,25007039
10000,25141399,25131400
10000,25112510,25102511
10000,25273385,25263386
10000,24816890,24806891
10000,25270095,25260096
10000,24872172,24862173
10000,25180659,25170660
10000,25030451,25020452
10000,25381676,25371677
